trajectory_index,u,v,x,y,z
288,-86.61991183833464,-76.11670242056685,-75.78890790522414,4982.892203963542,126.99471311343478
289,-87.72831941899298,-74.71476690161877,-74.9234189769077,3756.6784473567186,108.25401967201717
290,-88.83672699965132,-73.31283138267068,-73.37860467461132,3316.2096890989383,95.25987730483122
291,-89.94513458030966,-71.91089586372259,-75.88718804898122,3341.7484943454997,94.13502739456823
292,-91.053542160968,-70.5089603447745,-70.61439444956966,3865.47233726131,110.04613954845838
293,-92.16194974162634,-69.1070248258264,-70.79982552121052,3787.27878320488,109.43485531507882
294,-93.27035732228468,-67.7050893068783,-83.68850591406118,2107.777653929496,66.94657628233381
295,-94.37876490294303,-66.30315378793021,-73.64471820073655,3248.486871498885,100.05650234940427
296,-95.48717248360137,-64.90121826898213,-73.69562092543748,3300.8916025512217,99.88869857859993
297,-96.5955800642597,-63.49928275003404,-74.9011096399276,2916.8270252511934,95.91473543335113
298,-97.70398764491804,-62.09734723108595,-79.25901999543063,2280.8809179104373,81.54863234594671
299,-98.81239522557638,-60.69541171213787,-80.20839818803154,2073.9426848613984,78.41895232244295
300,-99.92080280623472,-59.293476193189775,-77.45394889532218,1528.1470239899456,73.45613895396508
301,-101.02921038689306,-57.89154067424168,-75.87169557656462,1686.8191089914792,70.82468697948104
302,-102.13761796755139,-56.4896051552936,-72.20031743986317,1717.2499129198861,71.41465014847722
