sample_index,face_index,u,v,x,y,z
246,5,143.7847864257615,-4.873629853913311,61.43828794745751,187.9608849651732,-78.32032910819169
247,1,131.2118932728931,-63.59750901689659,24.20069566797197,246.25179109781467,-96.65532890364034
248,43,-116.24641188064885,-82.31176346275603,-95.24065416537141,269.34795770146195,28.86425261779653
249,16,82.81104985323299,116.81203378707968,99.55714141831717,32.13501153731901,4.49642195154345
250,18,49.917499271833236,134.4008443630898,94.1261877550087,138.33783126988286,32.538155482389186
251,10,128.14899423765797,62.36546503861136,90.27858433091207,105.19504892056177,-42.21469343865117
252,61,103.13434662864795,-105.63308548217003,-10.311814990191554,288.1965156028588,-98.98437561902651
253,60,85.91545894390588,-113.67948721403476,-22.724724685357685,134.90965848251076,-97.10305987079425
254,50,-49.637890375066156,-133.41828445362628,-94.0001199077663,140.1199706416259,-32.95374541925059
255,10,132.50431275287903,47.92902563821834,84.72810663100853,29.530522742753515,-52.598901468794615
256,18,53.71466631849681,134.31418438332065,95.55949115146856,18.703275342366453,27.813188085327383
257,53,-6.798633725454142,-146.13770447002068,-81.33720290308767,294.71414648350213,-57.762215176043235
258,6,143.56108552481845,8.804180530276914,68.99165832759081,206.50032866521357,-72.1214406258506
259,26,-65.97156404440717,131.7921497877026,41.34224282987767,4.63923481141998,90.74491913797753
260,55,16.480130495995663,-141.37437098016804,-68.83236843849585,139.164182904781,-72.25216640906669
261,40,-144.86478123294862,-18.775323704855307,-74.83903151939828,2.149810414231863,65.68026296709695
262,15,86.6892313870434,113.4682919656937,99.86979216446677,49.259249613785414,1.322023314372325
263,27,-75.10426901818157,119.83047373432036,30.906645804203023,194.39909591303956,94.62110087643161
264,1,132.89068662764078,-56.44302281349388,29.189577734037037,204.51903749290983,-95.14196785605398
265,4,142.0494959120503,-20.336506563441414,52.20302010017967,172.22691357705506,-84.93970974045375
266,33,-125.53611680393458,59.39764733759864,-24.190502708180475,269.3081944816724,96.6584209046345
267,45,-95.42809371074033,-106.31448938819095,-99.30907697278612,270.3925794906646,7.015064390501913
268,45,-95.29252265121062,-106.76170551101694,-99.51561072618182,224.7812730421803,4.918090455901184
269,53,-12.753005489777543,-142.1622859219705,-82.48170793371514,163.32598969334717,-56.367631223955385
270,56,30.232727869509105,-136.7723796920629,-60.21840290671108,50.94008101703702,-79.32146250272936
271,35,-138.19060734727051,30.128374350336454,-45.09295619644404,206.8423460916756,88.74012003924749
272,14,93.32430420872822,108.08433176444969,99.73898657079395,124.25234307529907,-2.650115773459824
273,53,-11.416050293368807,-145.17215823707352,-83.01030139080792,270.8302381440757,-55.7235379847705
274,60,89.50260209918268,-113.03367424355544,-20.860251795530942,184.71498875252405,-97.66864162004778
275,47,-77.39903251515827,-120.34917991337782,-98.93720946481821,205.88795475349855,-10.790701343361453
276,59,68.03494697532896,-126.80016747545633,-37.75302002606077,184.45748995524607,-92.54427566241506
277,7,140.794182992954,18.96390452955501,72.62266372403761,90.93953885998218,-68.3809159800765
278,56,22.583136087401137,-139.47377750695233,-64.75902713440426,94.18284244193305,-75.59506993740287
279,28,-88.527477503371,117.59297856533004,23.57820269710117,30.130521967301064,96.84416010911625
280,20,18.592492375673583,140.45732940342538,83.73136883864306,228.21652697083914,54.46366575522869
